weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
19.4,78.6,8.0,85.6,A
4.0,92.1,6.6,74.8,B
9.9,95.3,7.6,70.7,B
13.3,91.1,3.4,71.3,B
14.5,86.2,3.9,100.0,A
19.3,83.8,5.6,100.0,A
16.2,93.9,4.8,86.9,A
5.7,91.7,7.8,80.2,B
17.7,84.4,5.8,98.3,A
19.3,80.6,5.0,100.0,A
18.9,89.0,5.4,79.8,B
22.6,84.4,1.6,100.0,A
20.8,88.2,5.2,100.0,A
18.2,78.9,8.3,93.4,A
14.5,75.0,3.6,88.4,A
3.4,91.5,2.0,58.0,C
18.0,69.9,5.8,100.0,A
16.5,95.8,10.0,93.5,A
16.9,90.6,3.5,95.4,A
6.1,94.1,5.3,74.6,B
7.4,97.7,6.0,73.7,B
22.4,86.4,6.6,100.0,A
14.7,82.6,4.4,97.2,A
19.8,73.6,7.4,80.1,B
15.2,81.7,4.4,90.1,A
15.2,72.5,6.4,100.0,A
21.6,73.2,7.5,89.3,A
11.4,74.1,4.5,80.6,B
15.7,93.0,6.2,100.0,A
11.8,83.6,6.2,68.5,C
12.0,86.6,6.8,75.6,B
12.8,77.6,9.0,100.0,A
16.6,72.1,4.8,97.5,A
11.6,79.2,8.0,84.5,B
23.8,100.0,5.3,93.9,A
8.7,90.1,4.2,74.1,B
13.7,95.7,6.2,77.1,B
11.9,85.8,6.2,74.8,B
25.1,84.2,6.4,100.0,A
16.4,85.6,4.8,96.1,A
22.2,57.4,6.1,100.0,A
4.6,93.4,5.5,51.4,D
16.9,64.0,5.0,80.3,B
21.2,81.8,4.9,100.0,A
15.6,65.4,4.4,88.4,A
22.5,91.4,5.6,100.0,A
11.4,79.3,2.3,75.3,B
24.9,97.8,3.5,100.0,A
31.1,86.7,7.1,100.0,A
12.5,92.7,7.9,75.1,B
11.9,78.9,6.8,75.5,B
25.2,68.0,4.9,100.0,A
26.1,92.7,5.9,100.0,A
11.3,81.2,7.5,62.2,C
12.1,98.9,7.2,71.6,B
13.0,64.2,5.4,97.3,A
5.6,76.0,9.1,60.5,C
8.6,59.9,7.2,65.2,C
8.0,79.4,4.8,71.7,B
9.6,89.3,4.7,77.6,B
14.8,83.7,7.5,100.0,A
16.6,88.9,4.6,100.0,A
25.9,86.2,9.1,100.0,A
8.0,68.7,9.8,100.0,A
21.9,87.9,6.9,100.0,A
13.5,94.0,5.8,77.3,B
14.7,79.6,2.5,68.3,C
19.7,85.9,5.6,90.1,A
7.1,75.0,4.8,64.4,C
17.7,100.0,8.8,92.2,A
16.2,67.9,5.7,70.5,B
18.4,77.4,5.3,100.0,A
17.0,85.8,4.7,80.5,B
32.2,90.5,7.2,100.0,A
10.5,77.8,4.3,80.0,B
11.3,79.8,8.1,76.3,B
10.6,89.2,5.3,86.8,A
11.1,69.4,6.8,90.2,A
10.5,91.0,5.8,71.2,B
23.3,100.0,4.0,94.4,A
24.9,88.9,4.8,100.0,A
11.0,100.0,5.9,89.9,A
9.2,79.4,8.3,62.0,C
18.3,96.1,5.1,77.0,B
11.1,90.0,7.0,88.8,A
19.4,77.9,6.9,100.0,A
16.4,83.3,5.3,90.8,A
4.4,82.0,5.1,55.3,C
25.8,75.6,7.4,100.0,A
27.6,95.7,4.3,100.0,A
10.7,75.4,6.4,65.7,C
12.3,100.0,8.2,86.3,A
17.0,79.6,10.0,87.1,A
17.3,87.5,5.3,96.0,A
19.6,76.0,7.0,100.0,A
29.1,92.6,1.0,100.0,A
13.8,77.4,6.7,90.2,A
9.4,100.0,6.6,95.8,A
5.3,96.7,6.5,58.9,C
9.9,97.1,6.2,61.4,C
14.8,88.1,6.2,65.0,C
27.6,86.1,8.2,100.0,A
11.4,95.3,7.9,58.1,C
16.6,94.2,5.8,99.1,A
14.9,75.6,7.6,96.2,A
23.3,84.4,6.9,100.0,A
32.7,81.8,5.3,100.0,A
11.3,89.6,7.6,63.2,C
11.6,96.5,5.4,65.5,C
22.3,85.6,6.2,100.0,A
19.8,87.6,6.5,90.1,A
27.9,96.3,6.2,100.0,A
19.1,70.0,4.9,85.0,A
12.5,73.1,6.4,100.0,A
19.1,97.6,5.5,88.6,A
22.8,79.9,5.0,90.3,A
20.7,92.7,6.0,100.0,A
18.6,78.7,5.5,100.0,A
22.5,93.6,8.5,100.0,A
23.2,84.2,8.2,100.0,A
24.7,76.6,7.7,92.6,A
19.5,96.5,6.9,94.2,A
13.8,89.4,4.6,70.1,B
16.0,79.2,9.0,90.2,A
23.4,87.4,4.1,100.0,A
9.3,71.1,7.3,76.5,B
17.6,78.6,2.5,100.0,A
12.2,72.3,4.5,73.3,B
15.2,87.1,5.4,86.1,A
23.9,72.9,5.6,100.0,A
16.3,73.1,1.9,77.9,B
15.3,87.0,1.6,97.9,A
5.5,79.6,4.5,79.2,B
20.2,100.0,7.2,100.0,A
19.5,78.9,0.0,82.8,B
30.1,81.8,2.9,100.0,A
12.8,77.0,6.2,90.3,A
16.5,81.7,5.4,100.0,A
16.7,83.5,9.5,89.6,A
26.0,73.8,8.9,100.0,A
14.3,78.7,8.5,89.4,A
17.0,75.6,4.4,100.0,A
19.3,87.4,3.0,96.3,A
16.3,84.3,1.6,79.3,B
11.9,69.5,5.1,85.6,A
16.4,90.4,6.5,80.4,B
22.5,80.7,6.6,100.0,A
7.8,90.0,8.9,66.2,C
15.9,76.5,2.8,87.9,A
10.1,92.1,9.8,69.3,C
23.4,89.3,5.1,98.9,A
4.3,80.2,6.1,65.2,C
11.1,93.1,6.7,77.1,B
17.6,69.1,4.6,88.5,A
26.0,88.0,8.8,100.0,A
14.5,85.7,6.5,85.1,A
11.1,60.5,6.5,86.6,A
28.2,91.5,5.1,100.0,A
4.9,67.1,2.1,54.9,D
0.0,86.7,6.2,51.7,D
18.1,87.1,9.5,91.9,A
11.5,93.0,3.2,72.2,B
7.9,87.5,4.1,59.6,C
20.0,68.2,6.2,100.0,A
16.7,98.6,7.4,97.6,A
11.1,80.3,6.4,92.1,A
6.0,90.4,7.9,53.3,D
21.1,76.8,8.1,100.0,A
19.6,70.4,6.3,100.0,A
14.3,99.1,7.6,80.0,B
27.9,87.7,8.7,100.0,A
7.5,88.7,7.8,73.3,B
4.3,97.0,9.2,64.4,C
10.2,80.3,5.5,71.1,B
14.7,83.8,5.3,90.8,A
16.7,83.1,6.3,77.4,B
13.3,91.7,8.5,87.1,A
17.5,78.2,5.9,88.1,A
6.2,70.0,8.0,62.4,C
25.1,92.8,4.8,100.0,A
14.4,82.7,7.2,87.6,A
22.8,68.9,7.1,100.0,A
17.4,97.6,1.8,98.9,A
18.2,91.0,8.1,99.1,A
19.0,70.0,2.7,88.2,A
18.1,91.5,5.3,94.7,A
19.5,70.3,8.5,100.0,A
24.3,95.4,3.9,100.0,A
16.4,90.9,6.2,80.7,B
20.0,80.8,4.7,100.0,A
14.4,96.9,5.3,95.9,A
25.1,80.3,4.4,100.0,A
10.3,81.8,5.5,44.7,D
27.6,87.4,3.4,100.0,A
14.7,75.3,3.0,91.3,A
5.0,82.1,4.1,59.9,C
15.9,91.3,6.8,100.0,A
10.2,94.7,6.3,82.3,B
20.9,87.2,2.8,85.5,A
10.4,75.6,2.6,67.9,C
11.9,79.5,5.3,62.4,C
1.8,77.2,8.7,60.3,C
11.8,67.7,5.7,74.4,B
0.0,95.6,3.0,35.8,F
3.9,68.8,7.7,58.1,C
20.3,100.0,6.6,95.8,A
20.5,78.1,3.7,98.3,A
18.0,69.7,6.6,100.0,A
8.2,75.1,6.0,63.8,C
14.7,95.3,8.7,95.2,A
15.0,86.3,2.8,92.5,A
6.9,85.0,5.8,68.2,C
25.5,88.4,8.0,100.0,A
21.1,86.6,7.6,100.0,A
13.5,80.5,5.5,91.6,A
15.2,77.9,5.7,81.7,B
16.5,50.0,6.0,98.9,A
0.7,97.8,5.4,61.8,C
13.3,92.4,5.0,81.7,B
10.2,77.6,4.0,76.8,B
8.0,94.0,5.4,66.2,C
13.0,72.5,3.2,78.1,B
27.6,92.9,6.5,100.0,A
19.5,70.2,5.5,91.7,A
11.0,76.0,4.4,80.7,B
19.0,86.8,7.4,77.2,B
24.8,70.7,5.6,100.0,A
21.5,96.1,6.0,96.3,A
15.4,93.3,5.4,90.3,A
10.5,91.3,1.2,77.5,B
19.9,87.4,7.1,100.0,A
17.8,93.2,8.2,95.1,A
21.3,83.7,4.1,100.0,A
19.4,70.4,7.0,97.6,A
22.3,72.9,6.5,100.0,A
11.3,89.8,4.9,84.2,B
24.2,97.8,4.4,100.0,A
16.4,92.7,6.9,94.5,A
29.5,67.6,7.5,100.0,A
10.2,88.6,5.3,71.7,B
27.2,83.8,4.2,100.0,A
16.4,99.6,6.4,100.0,A
10.4,79.5,3.8,66.1,C
11.6,88.9,6.0,64.1,C
12.8,94.2,5.6,71.2,B
18.0,73.6,2.6,100.0,A
18.7,68.3,2.2,84.7,B
11.0,70.8,0.0,96.1,A
14.8,58.4,6.7,86.1,A
30.0,80.3,3.6,100.0,A
27.1,93.7,4.7,100.0,A
18.1,82.9,3.5,96.4,A
15.3,93.7,3.5,100.0,A
15.8,77.8,8.9,100.0,A
19.3,78.3,5.3,98.3,A
7.8,65.5,7.7,63.5,C
13.2,85.6,3.0,74.7,B
3.3,85.1,7.1,61.4,C
17.8,100.0,5.3,93.1,A
19.5,86.0,4.0,100.0,A
11.6,75.9,9.4,81.2,B
26.0,70.0,6.1,100.0,A
6.4,89.1,9.9,74.2,B
4.7,96.1,5.5,65.2,C
16.6,86.3,6.9,71.2,B
22.3,88.3,9.8,100.0,A
26.8,82.3,6.1,100.0,A
11.8,77.2,7.8,79.4,B
22.6,83.5,7.7,100.0,A
14.7,94.2,4.1,100.0,A
13.8,95.0,5.6,87.7,A
21.2,78.0,10.0,100.0,A
19.6,96.3,4.6,100.0,A
4.0,89.6,2.4,54.5,D
25.3,82.1,1.5,100.0,A
24.7,84.9,7.9,100.0,A
10.6,79.9,2.4,77.3,B
17.8,88.9,5.7,96.8,A
18.5,79.7,8.1,98.7,A
16.8,100.0,4.5,91.5,A
11.1,79.4,3.0,85.2,A
10.3,74.9,6.9,70.7,B
14.8,87.7,10.0,65.2,C
23.2,94.7,3.1,100.0,A
18.8,82.1,8.2,100.0,A
12.4,85.4,6.4,80.2,B
20.4,83.7,3.3,90.0,A
0.0,83.7,9.7,58.7,C
23.0,77.5,7.7,100.0,A
2.8,75.9,8.6,50.2,D
12.5,79.1,4.9,95.7,A
7.2,73.1,5.8,75.7,B
5.9,76.5,4.9,68.9,C
23.1,86.6,8.4,100.0,A
11.7,84.9,9.0,74.5,B
17.4,74.3,2.2,76.8,B
14.7,77.4,6.6,93.2,A
18.3,100.0,1.0,90.7,A
15.5,86.2,5.2,85.1,A
6.0,81.1,6.5,71.5,B
22.0,94.7,6.8,91.5,A
11.5,86.2,6.3,81.0,B
4.1,82.3,6.1,53.6,D
12.0,71.2,6.3,79.1,B
25.5,88.1,5.4,100.0,A
21.0,87.2,6.5,99.2,A
12.6,67.5,2.7,90.5,A
12.6,77.1,4.3,74.6,B
12.7,90.6,3.9,78.1,B
29.5,62.3,7.7,100.0,A
17.7,97.5,4.2,93.0,A
18.0,78.2,6.0,96.6,A
22.2,78.7,6.1,100.0,A
16.7,95.4,7.5,93.1,A
13.2,76.1,1.8,89.9,A
13.6,80.6,8.7,65.8,C
14.5,83.3,7.7,99.4,A
14.7,94.9,4.5,99.4,A
20.1,88.8,4.1,86.3,A
15.4,64.1,1.9,86.1,A
20.1,100.0,8.9,93.9,A
14.4,69.9,6.2,82.3,B
15.6,91.3,6.7,86.4,A
1.0,95.3,8.4,50.4,D
21.4,100.0,5.3,100.0,A
17.4,68.2,6.6,100.0,A
22.0,77.3,9.4,100.0,A
0.0,84.2,7.6,60.7,C
29.6,76.6,4.2,100.0,A
14.0,85.9,7.2,78.9,B
22.8,74.6,6.9,100.0,A
7.7,87.2,6.8,73.3,B
19.3,85.3,5.0,83.2,B
7.6,100.0,3.4,71.2,B
10.6,92.6,8.5,88.7,A
28.4,95.9,4.3,100.0,A
13.7,88.6,5.7,91.6,A
16.5,80.4,6.3,97.3,A
21.1,90.5,3.4,100.0,A
18.5,80.2,5.9,100.0,A
16.1,75.1,6.5,98.2,A
17.6,89.7,8.6,77.7,B
31.8,100.0,4.9,100.0,A
14.6,91.0,7.2,84.5,B
16.4,99.3,10.0,88.4,A
22.4,90.7,8.7,100.0,A
22.7,100.0,9.8,100.0,A
23.3,97.4,6.3,100.0,A
19.5,98.5,7.3,95.5,A
7.0,87.0,5.9,58.2,C
26.4,91.1,5.4,98.0,A
7.0,82.7,4.8,78.1,B
17.1,76.6,3.4,100.0,A
9.7,80.0,9.6,89.7,A
14.6,81.9,8.0,98.0,A
17.3,76.8,7.3,100.0,A
17.2,85.0,9.5,93.7,A
18.0,97.4,5.8,100.0,A
26.3,84.8,3.9,100.0,A
18.2,63.2,5.5,62.8,C
13.3,79.3,4.8,100.0,A
21.7,83.5,4.3,100.0,A
23.3,100.0,4.4,100.0,A
6.4,78.2,7.3,60.3,C
19.2,77.6,2.0,100.0,A
19.9,83.4,5.7,100.0,A
12.9,88.0,2.9,79.3,B
24.6,72.8,4.9,100.0,A
13.9,88.2,2.9,66.3,C
15.9,89.2,9.6,88.4,A
13.8,78.1,5.1,76.2,B
15.1,88.2,9.5,92.3,A
7.3,73.5,4.3,73.9,B
4.9,76.9,8.6,49.4,D
26.2,77.9,5.8,100.0,A
9.1,78.6,7.2,70.0,B
8.1,82.3,5.4,66.4,C
0.0,80.9,7.4,53.6,D
10.5,74.2,9.8,76.2,B
5.7,100.0,3.0,62.4,C
26.5,81.4,6.6,100.0,A
22.1,82.3,5.7,100.0,A
10.2,99.0,2.5,82.1,B
30.8,100.0,4.9,100.0,A
21.9,85.9,4.3,95.0,A
12.7,90.9,4.6,68.2,C
0.0,81.8,3.7,49.9,D
31.0,75.3,9.5,100.0,A
5.3,84.1,4.3,68.6,C
3.5,85.3,7.2,43.9,D
22.2,85.9,5.9,100.0,A
32.1,100.0,4.4,100.0,A
24.7,83.0,7.4,100.0,A
18.9,73.6,9.3,95.4,A
19.2,76.3,8.9,100.0,A
21.0,82.6,5.3,96.9,A
20.3,64.2,3.4,82.4,B
17.0,63.0,3.7,89.8,A
15.7,84.6,6.2,83.8,B
14.6,82.9,4.3,69.9,C
9.7,80.8,5.7,82.4,B
13.0,82.7,5.3,79.3,B
3.1,84.6,4.8,69.3,C
14.3,68.9,7.1,98.7,A
8.1,81.5,6.8,81.5,B
7.3,86.5,9.5,56.9,C
16.3,90.9,8.2,90.4,A
24.7,72.3,6.3,100.0,A
21.4,100.0,3.0,100.0,A
4.0,83.4,5.7,64.1,C
8.1,83.5,1.1,92.4,A
21.6,99.4,10.0,100.0,A
8.1,70.6,3.1,72.4,B
13.4,81.3,3.0,86.6,A
18.9,90.2,5.1,100.0,A
8.2,74.7,6.9,62.4,C
15.7,78.3,7.9,89.9,A
5.7,76.5,7.4,72.8,B
10.8,90.0,2.3,82.4,B
17.2,92.3,8.0,100.0,A
3.8,78.0,6.3,47.6,D
18.1,74.9,7.0,100.0,A
14.9,89.1,4.1,75.0,B
18.9,85.3,7.2,91.3,A
16.6,91.9,4.4,99.5,A
24.5,85.5,6.6,100.0,A
15.9,65.4,3.0,89.8,A
12.0,88.3,6.3,69.1,C
15.9,86.1,6.6,98.7,A
18.8,88.2,3.1,99.9,A
15.3,93.1,4.4,87.3,A
15.3,94.5,10.0,100.0,A
10.1,85.0,6.5,88.5,A
10.4,92.5,7.3,85.1,A
5.2,76.8,9.4,64.1,C
27.2,69.4,7.1,100.0,A
6.3,76.2,5.8,52.7,D
10.1,64.0,6.9,81.4,B
10.0,82.2,3.2,69.5,C
21.3,71.8,6.3,100.0,A
12.9,88.2,6.6,73.7,B
23.7,71.5,5.5,97.6,A
10.3,68.5,5.5,86.5,A
17.0,100.0,5.8,87.5,A
9.2,82.7,0.0,82.7,B
30.0,82.2,2.9,100.0,A
6.7,95.7,5.5,62.5,C
17.2,66.8,4.0,94.1,A
19.4,69.8,6.4,100.0,A
17.9,79.5,0.4,82.7,B
13.7,81.3,5.7,78.3,B
14.1,89.7,8.1,75.7,B
15.3,72.0,6.7,99.9,A
14.0,87.3,5.5,83.5,B
21.7,71.2,4.1,100.0,A
30.5,82.5,5.2,100.0,A
11.1,93.1,8.4,76.7,B
5.4,64.8,3.6,48.5,D
14.4,77.9,6.3,78.9,B
33.1,66.0,7.9,100.0,A
9.4,94.7,2.3,83.0,B
26.5,88.1,5.9,98.8,A
26.7,89.2,5.9,100.0,A
11.1,92.0,7.4,66.1,C
19.0,78.4,5.1,100.0,A
26.4,74.4,5.0,100.0,A
12.3,91.8,5.1,82.3,B
13.6,71.8,7.5,87.4,A
10.9,82.3,7.7,71.1,B
7.9,84.7,7.5,67.0,C
10.5,68.3,5.9,73.1,B
6.4,94.4,5.0,68.1,C
15.2,89.1,4.7,86.5,A
9.6,66.3,6.4,79.1,B
16.6,85.1,7.2,79.2,B
4.1,87.9,7.3,50.5,D
17.3,93.4,6.3,100.0,A
20.8,90.3,9.5,100.0,A
1.0,74.2,4.3,60.3,C
17.6,61.9,6.1,99.5,A
23.6,97.3,4.9,96.5,A
6.5,73.7,5.4,54.7,D
26.7,81.0,5.2,100.0,A
17.9,80.3,5.1,77.7,B
10.1,72.3,8.1,75.0,B
14.6,100.0,5.0,75.5,B
18.9,66.1,10.0,91.5,A
15.5,73.5,8.9,97.3,A
18.8,71.4,4.3,93.9,A
8.6,85.2,6.1,64.3,C
16.2,86.4,4.6,72.0,B
5.1,85.0,4.4,65.5,C
14.2,88.9,8.6,78.4,B
8.7,58.9,6.9,65.2,C
9.9,89.7,4.9,71.3,B
23.7,91.0,6.5,100.0,A
22.6,98.0,6.0,100.0,A
19.3,62.9,6.5,91.9,A
7.4,86.9,8.4,79.2,B
12.8,100.0,6.0,82.1,B
23.5,86.4,6.7,100.0,A
16.0,94.6,6.6,98.5,A
31.2,92.7,7.2,100.0,A
17.8,90.5,6.6,93.0,A
16.3,76.4,5.7,81.2,B
12.8,77.8,7.4,71.3,B
15.9,88.4,7.8,79.0,B
13.9,82.8,10.0,91.8,A
20.0,81.1,4.4,95.8,A
21.7,80.9,5.1,100.0,A
9.5,78.1,5.6,77.0,B
5.7,90.1,7.0,68.5,C
2.1,86.1,3.2,58.7,C
18.6,94.2,7.8,95.5,A
7.3,93.6,7.6,66.1,C
0.0,86.4,8.2,51.7,D
17.7,86.2,8.9,94.8,A
32.5,100.0,10.0,100.0,A
15.0,100.0,5.6,81.2,B
20.9,78.6,4.6,100.0,A
15.6,76.5,6.7,97.4,A
14.3,100.0,7.4,72.3,B
21.4,77.1,5.5,98.7,A
13.0,89.4,9.1,75.1,B
16.9,76.6,8.7,87.3,A
17.3,87.9,8.3,88.1,A
10.3,85.1,7.4,68.9,C
21.9,91.2,7.0,100.0,A
13.8,81.3,7.9,74.1,B
9.7,93.5,5.1,80.1,B
18.8,60.6,10.0,85.7,A
8.7,81.6,5.3,65.8,C
15.2,79.2,8.7,84.8,B
14.9,83.5,6.3,93.0,A
22.6,70.8,4.4,100.0,A
18.3,73.8,7.4,95.3,A
14.8,69.4,7.5,93.3,A
20.7,87.1,7.9,91.6,A
24.7,100.0,4.7,100.0,A
18.9,75.2,7.9,100.0,A
15.1,100.0,8.1,83.4,B
5.8,84.1,6.7,59.8,C
7.5,80.0,6.8,76.7,B
12.9,81.2,8.3,86.0,A
10.7,96.3,6.7,69.5,C
13.7,83.4,3.4,98.7,A
15.4,92.8,8.5,89.6,A
18.7,86.3,1.9,95.3,A
14.5,81.3,4.7,81.8,B
18.4,80.5,5.9,100.0,A
15.5,74.7,6.4,86.5,A
1.2,81.8,5.8,40.6,D
8.4,85.2,6.9,68.0,C
14.0,89.7,6.3,88.0,A
6.5,91.1,6.0,77.6,B
19.2,85.1,4.4,100.0,A
25.7,78.9,6.3,100.0,A
23.5,96.4,5.4,100.0,A
13.5,77.4,5.9,97.1,A
25.4,68.5,5.1,100.0,A
16.0,85.2,7.9,83.9,B
12.6,63.7,4.0,95.1,A
10.7,98.2,8.1,82.3,B
12.9,88.6,4.7,91.0,A
12.3,93.8,7.2,70.1,B
16.2,87.2,5.8,94.2,A
16.1,89.6,5.9,97.5,A
15.0,73.7,4.4,88.7,A
18.1,89.6,3.9,100.0,A
23.3,62.7,3.9,100.0,A
21.6,91.0,10.0,100.0,A
4.6,83.3,3.7,55.4,C
0.0,75.1,7.9,43.6,D
21.5,80.4,1.7,87.5,A
5.4,84.4,8.0,57.2,C
13.4,88.2,8.4,94.3,A
6.8,79.0,3.7,62.2,C
2.4,97.4,6.9,47.4,D
18.8,100.0,5.6,100.0,A
20.3,75.6,3.6,80.3,B
11.0,70.3,6.2,72.9,B
0.0,76.9,10.0,60.7,C
11.2,84.6,6.6,88.6,A
17.7,91.4,5.8,82.9,B
4.6,82.9,8.2,61.4,C
16.3,86.5,5.2,80.3,B
14.9,78.7,8.2,74.3,B
19.1,83.8,2.9,98.8,A
15.8,82.4,3.6,80.6,B
8.2,71.8,8.5,40.1,D
23.4,100.0,7.6,100.0,A
13.9,83.0,2.8,100.0,A
14.8,95.5,4.3,78.5,B
8.5,75.9,4.9,63.9,C
11.9,78.6,6.3,89.9,A
8.8,94.5,7.3,64.2,C
13.8,77.9,3.8,81.9,B
27.0,92.7,10.0,100.0,A
5.4,80.8,6.0,65.2,C
3.7,90.2,6.5,54.6,D
25.3,72.9,4.5,100.0,A
13.5,83.6,5.3,66.2,C
10.3,95.6,6.7,85.9,A
22.3,78.0,5.2,95.6,A
10.8,89.4,5.5,76.8,B
27.8,89.7,4.4,100.0,A
19.7,87.9,5.1,94.4,A
11.6,91.0,7.0,98.7,A
30.1,72.7,7.0,100.0,A
10.8,64.0,4.9,61.6,C
20.2,91.0,4.9,100.0,A
17.1,87.8,5.5,94.1,A
24.1,71.3,3.9,100.0,A
25.9,88.4,8.8,100.0,A
15.2,85.9,4.5,82.9,B
9.7,83.7,5.4,63.3,C
18.2,84.6,5.2,93.0,A
10.3,83.2,10.0,68.4,C
29.1,75.4,1.4,100.0,A
16.0,79.7,7.7,100.0,A
12.4,83.4,4.1,63.5,C
16.3,100.0,7.0,91.8,A
5.6,99.2,7.9,53.1,D
8.2,99.3,7.0,53.4,D
23.4,88.8,0.6,95.6,A
10.4,96.5,3.6,80.9,B
7.7,56.1,4.6,56.7,C
18.8,76.8,8.7,87.5,A
23.3,84.2,7.8,100.0,A
20.0,90.9,5.5,100.0,A
22.0,84.2,6.0,100.0,A
9.7,64.4,4.8,52.9,D
5.0,96.4,3.6,67.4,C
25.5,74.8,5.6,100.0,A
12.7,84.8,5.8,76.7,B
13.2,87.9,2.8,60.9,C
24.3,91.8,9.8,100.0,A
18.9,88.8,5.7,99.5,A
18.2,82.0,3.5,100.0,A
30.2,76.2,7.1,100.0,A
10.5,89.7,7.0,76.2,B
21.5,81.2,7.3,100.0,A
15.4,86.5,4.8,89.4,A
16.9,67.8,8.0,90.4,A
25.7,89.7,7.2,100.0,A
18.6,81.2,5.6,91.9,A
18.8,74.1,4.9,100.0,A
22.5,90.8,4.1,100.0,A
12.4,79.7,7.7,74.9,B
9.1,78.7,9.7,46.7,D
7.7,72.6,7.6,66.0,C
1.2,90.6,8.1,50.3,D
29.4,93.1,7.5,100.0,A
7.3,76.8,4.9,55.8,C
13.5,90.5,4.0,84.8,B
13.1,69.1,8.6,88.4,A
17.2,83.6,3.9,96.4,A
20.7,79.2,7.8,100.0,A
21.0,78.9,9.1,94.8,A
10.9,97.9,5.1,77.5,B
13.8,90.3,4.5,79.2,B
17.0,76.4,4.3,93.1,A
13.3,83.3,7.7,100.0,A
26.3,91.1,4.1,100.0,A
18.4,91.5,2.1,70.5,B
20.1,81.6,5.4,95.8,A
19.6,87.7,7.2,97.0,A
23.2,89.9,1.7,100.0,A
16.3,70.5,8.4,88.2,A
5.9,79.7,7.5,80.6,B
17.8,90.4,3.7,93.0,A
10.4,68.1,6.8,50.3,D
11.3,92.5,5.0,84.8,B
19.1,81.6,6.7,100.0,A
23.7,82.8,4.6,92.5,A
15.1,79.0,6.1,86.2,A
17.2,74.2,5.6,84.5,B
26.9,92.5,5.2,93.9,A
16.7,69.9,8.3,88.9,A
33.2,70.7,4.5,100.0,A
19.0,79.9,7.7,100.0,A
2.7,85.9,6.0,44.8,D
20.3,93.5,4.9,100.0,A
17.7,84.8,8.6,92.2,A
24.0,83.5,3.3,100.0,A
19.7,78.6,2.2,100.0,A
14.0,86.1,6.1,93.4,A
6.4,73.6,5.1,66.5,C
13.5,73.8,4.0,83.1,B
9.0,78.0,4.5,66.8,C
10.9,92.4,3.1,89.2,A
19.1,79.3,8.5,94.0,A
26.7,75.8,7.2,100.0,A
17.8,93.2,5.7,90.5,A
6.6,100.0,6.0,63.5,C
18.1,81.3,4.5,93.4,A
23.4,84.8,6.0,87.3,A
10.7,76.6,10.0,89.9,A
14.1,88.1,3.2,86.6,A
15.1,71.9,6.4,88.0,A
9.5,93.9,2.2,63.3,C
19.5,80.8,6.6,98.9,A
14.2,81.4,4.0,87.0,A
17.9,79.7,2.8,78.6,B
8.8,87.3,8.3,78.2,B
11.9,84.9,2.4,84.0,B
20.1,100.0,7.0,88.7,A
12.4,91.1,9.1,92.6,A
27.1,68.4,2.6,100.0,A
12.2,77.8,4.4,79.3,B
16.6,87.7,4.5,92.6,A
21.5,100.0,4.9,100.0,A
5.1,75.6,7.8,54.4,D
2.7,99.9,6.9,56.1,C
4.3,73.1,6.8,54.7,D
23.8,89.7,4.4,100.0,A
11.1,91.4,6.3,100.0,A
32.9,91.6,4.8,100.0,A
11.1,96.0,3.1,78.5,B
16.3,86.0,4.3,75.6,B
25.8,89.2,5.4,100.0,A
29.0,85.5,4.5,100.0,A
29.4,81.1,7.7,100.0,A
23.5,96.0,1.5,100.0,A
22.2,74.0,5.7,100.0,A
19.1,84.3,4.1,95.2,A
20.4,80.5,5.6,100.0,A
11.1,81.1,6.4,80.1,B
9.3,70.3,8.5,77.7,B
15.0,74.3,3.5,98.3,A
13.8,79.8,3.0,73.8,B
11.8,86.8,5.5,50.6,D
19.9,78.5,5.5,100.0,A
21.7,83.3,6.5,100.0,A
15.6,80.6,5.7,100.0,A
25.3,86.2,4.8,100.0,A
7.0,78.2,7.2,58.1,C
13.6,86.6,4.1,75.6,B
10.0,79.7,3.0,67.7,C
1.9,98.3,5.3,70.1,B
14.4,94.3,7.7,98.3,A
14.1,82.2,4.4,85.3,A
25.6,96.1,3.1,93.4,A
19.4,73.1,6.2,92.2,A
7.8,91.0,9.2,77.8,B
28.0,87.5,7.9,100.0,A
23.5,76.3,5.0,100.0,A
19.1,89.2,2.1,98.6,A
13.4,87.3,8.2,96.9,A
8.3,100.0,5.7,75.4,B
12.4,96.5,9.1,81.8,B
22.6,83.2,1.4,100.0,A
28.2,99.1,5.5,100.0,A
25.8,70.0,9.7,100.0,A
11.6,86.2,3.1,76.9,B
7.2,74.6,7.4,62.9,C
16.0,100.0,3.9,94.0,A
2.6,100.0,4.5,49.2,D
17.3,81.9,6.0,89.7,A
14.0,82.8,8.0,91.8,A
11.7,81.3,4.4,89.8,A
3.8,88.5,6.6,55.6,C
18.6,72.4,9.5,98.7,A
11.3,94.1,6.6,79.7,B
6.8,80.0,7.0,55.9,C
0.0,96.5,6.2,34.7,F
14.8,73.9,1.6,100.0,A
27.4,73.9,5.5,100.0,A
26.6,96.1,6.9,100.0,A
11.8,98.8,10.0,91.8,A
10.8,80.2,5.3,89.2,A
18.3,82.7,4.6,97.3,A
8.0,83.5,6.6,68.9,C
17.1,93.2,10.0,90.9,A
20.4,84.9,4.2,96.1,A
23.6,76.9,9.0,100.0,A
